336,管理员使用Amazon CloudFormation部署三层Web应用程序，该应用程序包含将在创建CloudFormation模板时利用Amazon DynamoDB进行存储的Web层和应用程序层，以下内容将允许应用程序实例访问DynamoDB表而不会暴露API凭据？, 创建一个身份和访问管理角色，该角色具有从所需的DynamoDB表读取和写入所需的权限，并通过引用实例配置文件将角色与应用程序实例相关联。, 使用Cloud Formation模板中的参数部分来指示用户输入来自已创建的IAM用户的访问密钥和密钥，该用户具有从所需的DynamoDB表读取和写入所需的权限。, 创建一个身份和访问管理角色，该角色具有从所需的DynamoDB表读取和写入所需的权限，并在应用程序实例的实例配置文件属性中引用角色。, 在CloudFormation模板中创建一个身份和访问管理用户，该用户具有从所需的DynamoDB表读取和写入的权限，使用GetAtt函数检索Access和密钥，并通过用户数据将它们传递给应用程序实例。,,,,,,,C,,
337,AWS客户正在部署应用程序垫，该组件由AutoScaling EC2实例组成。客户安全策略要求必须使用包含特定实例ID的唯一x 509证书对从这些实例到客户虚拟私有云中的任何其他服务的每个出站连接进行身份验证。此外，x 509证书必须由客户的密钥管理服务设计，以便信任进行身份验证。以下哪种配置可以支持这些要求？, 配置允许访问包含签名证书的Amazon S3对象的IAM角色，并配置Auto Scaling组以启动具有此角色的实例让实例bootstrap在首次启动时从Amazon S3获取证书。, 将证书嵌入到Auto Scaling组使用的Amazon Machine Image中已启动的实例生成证书签名请求，并将实例的已分配实例ID分配给密钥管理服务以进行签名。, 配置Auto Scaling组以向可信密钥管理服务发送启动新实例的SNS通知。让密钥管理服务生成签名证书并将其直接发送到新启动的实例。, 配置启动的实例以在首次引导时生成新证书让密钥管理服务轮询AutoScaling组以查找关联实例，并向新实例发送证书签名（hat包含特定的instance-id。,,,,,,,A,,
338,贵公司最近将其数据中心扩展为AVVS上的VPC，以根据需要添加突发计算容量网络运营中心的成员需要能够转到AWS管理控制台并根据需要管理Amazon EC2实例您不想创建每个NOC成员的新IAM用户，并让这些用户再次登录AWS管理控制台下面的哪个选项将满足您的NOC成员的需求？, 使用OAuth 2.0检索临时AWS安全凭证，以使您的NOC成员能够登录AVVS管理控制台。, 使用Web Identity Federation检索AWS临时安全凭证，以使您的NOC成员能够登录AWS管理控制台。, 使用本地SAML 2.0兼容身份提供程序（IDP）通过AWS单点登录（SSO）端点授予NOC成员对AWS管理控制台的联合访问权限。, 使用本地SAML2.0-compliam身份提供程序（IDP）检索临时安全凭证，以使NOC成员能够登录AWS管理控制台。,,,,,,,C,,http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_providers_enable-console-saml.html
339,您正在设计一个SSUTLS解决方案，该解决方案要求Web客户端使用客户端证书身份验证对HTTPS客户端进行身份验证。解决方案必须具有弹性。您将在配置Web服务器基础结构时考虑以下哪个选项？ （选择2个答案）, 在TCP / 4d3上使用TCP侦听器配置ELB。并将Web服务器置于其后面。, 使用EIPS配置Web服务器将Web服务器放在Route53记录集中，并针对所有Web服务器配置运行状况检查。, 使用HTTPS侦听器配置ELB，并将Web服务器置于其后面。, 将Web服务器配置为CloudFront分配的来源。在CloudFront分配上使用自定义SSL证书。,,,,,,,CD,,"TCP/443 or HTTPS listener either way you can configure, but you can only upload ssl certificate on HTTPS listener."
340,您正在设计本地基础架构与Amazon VPC之间的连接解决方案您的服务器内部部署将与您的VPC实例进行通信您将通过Internet建立IPSec隧道您将使用VPN网关并终止AWS支持的IPsec隧道客户网关。通过实施上述IPSec隧道，您将实现以下哪些目标？ （选择4个答案）, 传输中数据的端到端保护, 端到端身份验证, 互联网上的数据加密, 保护通过Internet传输的数据, VPN网关和客户网关之间的对等身份验证, 互联网上的数据完整性保护,,,,,CDEF,,
341,您正在为单个VPC中的客户Web应用程序设计入侵检测防护（IDS / IPS）解决方案。您正在考虑为来自Internet的流量实施IOS IPS保护的选项。您会考虑以下哪个选项？ （选择2个答案）, 在VPC中运行的每个实例上实施IDS / IPS代理, 在每个子网中配置一个实例，将其网络接口卡切换到混杂模式并分析网络流量。, 使用SSL侦听器实现Elastic Load Balancing在Web应用程序前面, 在Web服务器前面实现反向代理层，并在每个反向代理服务器上配置IDS / IPS代理。,,,,,,,AD,,"EC2 does not allow promiscuous mode, and you cannot put something in between the ELB and the web server (like a listener or IDP)"
342,您正在设计一个照片共享移动应用程序，应用程序将所有图片存储在一个Amazon S3存储桶中。用户可以将图片从移动设备直接上传到Amazon S3，并可以直接从Amazon S3查看和下载自己的图片。您希望配置安全性以尽可能以最安全的方式处理数百万用户。当新用户在照片共享移动应用程序上注册时，您的服务器端应用程序应该做什么？, 使用具有适当权限的AWS Security Token Service创建一组长期凭据将这些凭据存储在移动应用程序中，并使用它们访问Amazon S3。, 在Amazon RDS中记录用户的信息，并在具有适当权限的IAM中创建角色。当用户使用其移动应用程序时，使用AWS Security Token Service“AssumeRole”功能创建临时凭证将这些凭据存储在移动应用程序的内存中，并使用它们访问Amazon S3下次用户运行移动应用程序时生成新凭据。, 在Amazon DynamoDB中记录用户的信息。当用户使用其移动应用程序时，使用具有适当权限的AWS Security Token Service创建临时凭证将这些凭据存储在移动应用程序的内存中并使用它们访问Amazon S3下次用户运行移动应用程序时生成新凭据。, 创建IAM用户。为IAM用户分配适当的权限为IAM用户生成访问密钥和密钥，将其存储在移动应用程序中并使用这些凭据访问Amazon S3。, 创建IAM用户。使用适当的IAM用户权限更新存储桶策略为IAM用户生成访问密钥和密钥，将其存储在移动应用程序中并使用这些凭据访问Amazon S3。,,,,,,B,,"would go with Answer B. Question was explicitly focused on security, so IAM with RDS is the best choice."
343,您有一个在EC2实例上运行的应用程序，允许用户使用预先分配的URL从私有S3存储桶下载苍蝇。在生成URL之前，应用程序应验证S3中是否存在该文件。应用程序应如何使用AWS凭证安全地访问S3存储桶？, 使用AWS账户访问密钥应用程序从应用程序的源代码中检索凭据。, 为应用程序创建IAM用户，该用户具有允许对S3存储桶进行列表访问的权限，将实例作为IAM用户启动，并从EC2实例用户数据中检索IAM用户的凭据。, 为EC2创建IAM角色，允许列表访问S3存储桶中的对象。使用角色启动实例，并从EC2实例元数据中检索角色的凭据, 为应用程序创建IAM用户，其权限允许列表访问S3存储桶。应用程序从具有允许仅对应用程序用户进行读访问的权限的临时目录中检索IAM用户凭证。,,,,,,,C,,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-instance-metadata.html
344,您正在为一家公司实施URL白名单系统，该系统希望限制从其EC2托管的应用程序到特定域的出站HTTP连接，您部署运行代理软件的单个EC2实例并将其配置为接受来自VPC中所有子网和EC2实例的流量。您将代理配置为仅将流量传递到您在其白名单配置中定义的域。您有一个夜间维护窗口或10分钟，其中所有实例都会获取新的软件更新。每次更新大小约为200MB，并且有500个实例在VPC中定期获取更新几天后，您会注意到某些计算机无法成功下载维护窗口中的某些更新，但并非所有更新。用于这些更新的下载URL在代理的白名单配置中正确列出，您可以使用实例上的Web浏览器手动访问它们。可能会发生什么？ （选择2个答案）, 您在较小的EC2实例类型上运行代理，因此网络吞吐量不足以使所有实例及时下载其更新。, 您没有为运行我代理的EC2实例分配足够的存储空间，因此网络缓冲区正在填满。导致一些请求失败, 您正在公共子网中运行代理，但尚未分配足够的EIP，以通过Internet网关（IGW）支持所需的网络吞吐量, 您正在私有子网中的足够大小的EC2实例上运行代理，并且其网络吞吐量受到在小型EC2实例上运行的NAT的限制, 包含受影响的EC2实例的子网的路由表未配置为将软件更新位置的网络流量定向到代理。,,,,,,AB,,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-ec2-config.html
345,为了为流行产品提供Web流量，您的首席财务官和IT主管已经购买了10毫升大量利用预留实例（RI），均匀分布在两个可用区域中：路由53用于将流量传输到弹性负载均衡器（ELB） 。几个月后，该产品变得更加流行，您需要额外的容量因此，您的公司购买了两个C3.2xlarge中等利用率Ris。使用ELB注册两个c3 2xlarge实例，并快速发现ml大型实例的容量为100％，而c3 2xlarge实例具有未使用的大容量。哪种方案最具成本效益并且最有效地使用EC2容量？, 对每种实例类型使用单独的ELB，并使用Route 53加权循环法将负载分配给ELB, 配置自动扫描组并使用ELB启动配置，以便在Cloudwatch关闭c3 2xiarge实例时触发多达10个按需mi大型实例, 使用基于Route 53延迟的路由和运行状况检查直接将流量路由到EC2 ml大型和c3 2xlarge实例，从而关闭ELB, 使用两个c3 2xiarge实例配置ELB，并使用按需Autoscailng组最多两个额外的c3.2xlarge实例关闭mi .large实例。,,,,,,,A,,http://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-policy.html
346,具有组合的Web和应用程序层以及接收大量且不可预测的流量需求的数据库层的只读新闻报告站点必须能够自动响应这些流量波动。应该使用哪些AWS服务满足这些要求？, 使用CloudWatch监控的autoscaimg组中的Elasticache Memcached同步Web和应用程序层的无状态实例。和RDS一起阅读复制品, 使用具有只读副本的CloudWatch和RDS监视的自动扩展组中的Web和应用程序层的有状态实例, 使用CloudWatch监控的自动扩展组中的Web和应用程序层的有状态实例。和多AZ RDS, 在使用CloudWatch和多可用区RDS监视的自动扩展组中使用ElastiCache Memcached同步的Web和应用程序层的无状态实例,,,,,,,A,,“A readonly reporting site” – so stateless and read-replicas can be used to scale. Multi-AZ will not provide the scaling requirements.
347,您在eu-west-1地区运营新闻网站，每15分钟更新一次。该网站拥有全球受众，它使用Elastic Load Balancer背后的Auto Scaling组和Amazon RDS数据库静态内容驻留在Amazon S3上，并通过Amazon CloudFront分发。您的Auto Scaling组设置为以60％CPU利用率触发向上扩展事件，您使用具有10.000预配置IOPS的Amazon RDS超大型数据库实例，其CPU利用率约为80％。可释放内存在2 GB范围内。网站分析报告显示，您网页的平均加载时间约为1到2秒，但您的SEO顾问希望将平均加载时间降低到0.5秒以下。您将如何改善用户的页面加载时间？ （选择3个答案）, 将Auto Scaling组的放大触发器降低到30％，以便更积极地扩展。, 将Amazon ElastiCache缓存层添加到您的应用程序，以存储会话和频繁的数据库查询, 配置Amazon CloudFront动态内容支持，以便从您的站点缓存可重复使用的内容, 将Amazon RDS数据库切换到高内存超大实例类型, 在另一个区域中设置第二个安装，并使用Amazon Route 53基于延迟的路由功能选择正确的区域。,,,,,,BCE,,
348,一个大型的房地产经纪人正在探索选项o（为他们现有的移动应用程序添加一个经济有效的基于位置的警报。目前在AWS上运行的应用程序后端基础设施选择使用此服务的用户将在其移动设备上接收有关实际的警报他们位置附近的房地产水獭。对于相关的警报，交付时间需要在较低的分钟数内，现有的移动应用程序在我们这里拥有500万用户您将向客户提出以下建筑建议之一？, 移动应用程序将使用Elastic Load Balancing和EC2实例将其位置提交给Web服务端点：DynamoDB将用于存储和检索相关水獭EC2实例将与移动收入者/设备提供商通信，以将警报推送回移动应用程序。, 使用AWS DirectConnect或VPN与移动运营商建立连接EC2实例将通过运营商连接接收移动应用程序的位置：ROS将用于存储相关的相关优惠EC2实例将与移动运营商通信以将警报推送回移动应用程序, 移动应用程序将使用SQS发送设备位置。 EC2实例将从DynamoDB检索相关的其他实例AWS Mobile Push将用于向移动应用程序发送商品, 移动应用程序将使用AWS Mobile Push EC2实例发送设备位置将检索DynamoDB的相关优惠EC2实例将与移动运营商/设备提供商通信，以将警报推送回移动应用程序。,,,,,,,C,,"AWS using SQS to store the message from mobile apps,and using AWS Mobile Push to send offers to mobile apps."
349,一家公司正在建立一个流行电视节目的投票系统，观众赢得观看表演，然后访问该节目的网站投票给他们最喜欢的表演者。预计在展会结束后的短时间内，该网站将接待数百万的访客。访问者将首先使用他们的Amazon.com凭据登录该站点，然后提交他们的投票。投票结束后，页面将显示投票总数。该公司需要建立这样的网站，以便能够在保持良好性能的同时处理快速流量，同时还希望将成本降至最低。他们应该使用以下哪种设计模式？, 在自动扩展的Web服务器集合前面使用CloudFront和Elastic Load平衡器，Web服务器首先可以使用Login With Amazon服务对用户进行身份验证，然后处理用户投票并将结果存储到多可用区关系数据库中服务实例。, 使用CloudFront和S3的静态网站托管功能与Javascript SDK调用Login With Amazon服务来验证用户，使用IAM角色获取DynamoDB表的权限以存储用户投票。, 在自动扩展的Web服务器集合前使用CloudFront和Elastic Load Balancer，Web服务器将首先调用Login with Amazon服务来验证用户，Web服务器将处理用户投票并将结果存储到DynamoDB中表使用IAM角色为EC2实例获取DynamoDB表的权限。, 在自动扩展的Web服务器集合前使用CloudFront和Elastic Load Balancer，Web服务器将首先调用Login。使用Amazon服务对用户进行身份验证，Web服务器获胜进程，用户投票并使用IAM Roles for EC2 Instances将结果存储到SQS队列，以获得对SQS队列的权限。然后，一组应用程序服务器将从队列中检索项目并将结果存储到DynamoDB表中。,,,,,,,D,,
350,您正在开发新的移动应用程序，并正在考虑在AWS.2w中存储用户首选项。这将为使用多个移动设备访问应用程序的用户提供更加统一的跨设备体验。每个用户的偏好数据估计为50KB大小另外还有500万客户定期使用该应用程序。该解决方案需要具有成本效益，高可用性，可扩展性和安全性，您将如何设计满足上述要求的解决方案？, 在2个可用区域中设置RDS MySQL实例以存储用户首选项数据。在数据库前面的服务器上部署面向公众的应用程序，以管理安全性和访问凭据, 使用具有必要属性的每个用户的项目设置DynamoDB表以保存用户首选项。移动应用程序将直接从DynamoDB表中查询用户首选项。利用STS。 Web Identity Federation和DynamoDB细粒度访问控制，用于对访问进行身份验证和授权。, 在2个可用区域中设置具有多个只读副本的RDS MySQL实例以存储用户首选项数据。移动应用程序将从只读副本查询用户首选项。利用MySQL用户管理和访问权限系统来管理安全性和访问凭据。, 将用户首选项数据存储在S3 Setup DynamoDB表中，其中包含每个用户的项目和指向用户的S3对象的项目属性。移动应用程序将从DynamoDB检索S3 URL，然后访问S3对象，直接利用STS，Web身份联合和S3 ACL来进行身份验证和授权访问。,,,,,,,B,,"https://aws.amazon.com/blogs/aws/fine-grained-access-control-for-amazon-dynamodb/ Here are some of the things that you can build using fine-grained access control: A mobile app that displays information for nearby airports, based on the user’s location. The app can access and display attributes such airline names, arrival times, and flight numbers. However, it cannot access or display pilot names or passenger counts. A mobile game which stores high scores for all users in a single table. Each user can update their own scores, but has no access to the other ones."
351,您的团队有一个基于tomcat的Java应用程序，您需要将其部署到开发，测试和生产环境中。经过一些研究，您选择使用Elastic Beanstalk，因为它易于管理，因为它与您的开发人员工具和RDS紧密集成。您的质量检查小组负责人指出，您需要每晚将经过消毒的生产数据集推送到您的环境中。同样，组织中的其他软件团队希望通过其VPC中的EC2实例访问相同的已恢复数据。满足上述要求的持久性和安全性的最佳设置如下。, 创建RDS实例作为Elastic Beanstalk定义的一部分，并更改其安全组以允许从应用程序子网中的主机访问它。, 单独创建RDS实例并将其IP地址添加到代码中的应用程序数据库连接字符串更改其安全组，以允许从VPC的IP地址块中的主机访问它。, 单独创建RDS实例，并将其DNS名称作为环境变量传递到应用程序的数据库连接字符串。为客户端计算机创建安全组，并将其作为数据库流量的有效源添加到RDS实例本身的安全组。, 单独创建RDS实例并将其DNS名称作为环境变量传递给您的数据库连接字符串更改其安全组以允许从主机访问它在您的应用程序子网中。,,,,,,,A,,"Elastic Beanstalk provides support for running Amazon RDS instances in your Elastic Beanstalk environment. This works great for development and testing environments, but is not ideal for a production environment because it ties the lifecycle of the database instance to the lifecycle of your application’s environment. http://docs.aws.amazon.com/elasticbeanstalk/latest/dg/AWSHowTo.RDS.html"
352,您正在寻求将您的开发（Dev）和测试环境迁移到AWS。您已决定使用单独的AWS账户来托管每个环境。您计划使用“合并结算”将每个帐户帐单链接到主AWS账户。为了确保您保持在预算范围内，您希望为主帐户中的管理员实施一种方法，以便在开发和测试帐户中访问停止，删除和/或终止资源。确定哪个选项可以实现此目标。, 使用完全管理员权限在主帐户中创建IAM用户。在开发和测试帐户中创建跨帐户角色，通过从主帐户继承权限，授予主帐户访问帐户资源的权限。, 在主帐户中创建IAM用户和跨帐户角色，授予对开发和测试帐户的完全管理员权限。, 在主帐户中创建IAM用户在具有完全管理员权限的开发和测试帐户中创建跨帐户角色，并授予主帐户访问权限。, 使用“合并结算”链接帐户。这将使主帐户中的IAM用户可以访问开发和测试帐户中的资源,,,,,,,C,,http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_create_for-user.html
353,您的客户愿意在一个系统中整合他们的日志流（访问日志应用程序日志安全日志等）。一旦合并，客户希望基于启发式实时分析这些日志。客户有时需要验证启发式算法，这需要返回从过去12小时内提取的数据样本？满足客户要求的最佳方法是什么？, 将所有日志事件发送到Amazon SQS。设置Auto Scaling EC2服务器组以使用日志并应用启发式扫描。, 将所有日志事件发送到Amazon Kinesis开发客户端进程以在日志上应用启发式, 配置Amazon Cloud Trail以接收自定义日志，使用EMR对日志应用启发式扫描, 设置Auto Scaling组的EC2 syslogd服务器，将日志存储在S3上使用EMR在日志上应用启发式,,,,,,,B,,"Amazon Kinesis Streams allows for real-time data processing. With Amazon Kinesis Streams, you can continuously collect data as it is generated and promptly react to critical information about your business and operations. https://aws.amazon.com/kinesis/streams/"
354,您使用Elastic Beanstalk部署了公司网站，并启用了日志文件轮换到S3。 Elastic Map Reduce作业会定期分析S3上的日志，以构建您与CIO共享的使用情况仪表板。您最近使用Cloud Front进行动态内容交付并将您的网站作为原点改进了网站的整体性能在此体系结构更改后，使用情况仪表板显示您网站上的流量下降了一个数量级。你如何修复你的使用仪表板'？, 启用Cloud Front以向S3提供访问日志，并将其用作Elastic Map Reduce作业的输入。, 启用Cloud Trail并在S3上使用跟踪日志磁贴作为Elastic Map Reduce作业的输入, 更改日志收集过程以使用Cloud Watch ELB指标作为Elastic Map Reduce作业的输入, 使用Elastic Beanstalk“重建环境”选项将日志传递更新到Elastic Map Reduce作业。, 使用Elastic Beanstalk“重新启动应用程序服务器”选项将日志传递更新到Elastic Map Reduce作业。,,,,,,A,,http://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/AccessLogs.html
355,您正在AWS上运行成功的多层Web应用程序，并且您的市场营销部门已要求您向应用程序添加报告层。报告层将每30分钟从存储在Web应用程序数据库中的用户生成的信息聚合和发布状态报告。您当前正在为数据库层运行多可用区RDS MySQL实例。您还将Elasticache实现为应用程序层和数据库层之间的数据库缓存层。请选择能够成功实施报告层的答案，尽可能减少对数据库的影响。, 不断将主数据库中的事务日志发送到S3存储桶，并使用S3字节范围请求从S3存储桶生成报告。, 通过查询通过多可用区维护的同步复制的备用RDS MySQL实例来生成报告。, 启动连接到Multi AZ主数据库的RDS只读副本，并通过查询只读副本生成报告。, 通过查询ElastiCache数据库缓存层生成报告。,,,,,,,C,,"Amazon RDS allows you to use read replicas with Multi-AZ deployments. In Multi-AZ deployments for MySQL, Oracle, SQL Server, and PostgreSQL, the data in your primary DB Instance is synchronously replicated to a standby instance in a different Availability Zone (AZ). Because of their synchronous replication, Multi-AZ deployments for these engines offer greater data durability benefits than do read replicas. (In all Amazon RDS for Aurora deployments, your data is automatically replicated across 3 Availability Zones.) You can use Multi-AZ deployments and read replicas in conjunction to enjoy the complementary benefits of each. You can simply specify that a given Multi-AZ deployment is the source DB Instance for your Read replicas. That way you gain both the data durability and availability benefits of Multi AZ deployments and the read scaling benefits of read replicas. Note that for Multi-AZ deployments, you have the option to create your read replica in an AZ other than that of the primary and the standby for even more redundancy. You can identify the AZ corresponding to your standby by looking at the ""Secondary Zone"" field of your DB Instance in the AWS Management Console."
356,一家网络公司正在寻求在其部署的VPC中实施入侵检测和防御系统。该平台应该能够扩展到在VPC内部运行的数千个实例。他们应该如何构建解决方案以实现这些目标？, 使用监控软件配置实例，并将弹性网络接口（ENI）设置为混杂模式数据包嗅探，以查看VPC上的流量。, 创建第二个VPC，并将来自主应用程序VPC的所有流量路由到可扩展虚拟化IDS / IPS平台所在的第二个VPC。, 使用基于主机的“route”命令配置在VPC中运行的服务器，以将通过平台的所有流量发送到可扩展的虚拟化IDS / IPS。, 使用代理程序配置每台主机，该代理程序收集所有网络流量并将该流量发送到IDS / IPS平台进行检查。,,,,,,,B,,A – promiscuous mode is not allowed C – there is no ‘route’ command D – The company need IPS so agent will not work
357,一家网络创业公司在Amazon EC2上运行其非常成功的社交新闻应用程序，其中包括Elastic Load Balancer，一个Auto-Scaling组的Java / Tomcat应用程序服务器，以及DynamoDB作为数据存储。主要的Web应用程序最好在m2 x大型实例上运行，因为它具有高度内存限制每个新部署都需要半自动创建和测试应用程序服务器的新AMI，这需要相当长的时间，因此每周只进行一次。最近，在nodejs和wails中实现了一个新的聊天功能，以便集成到架构中。首次测试显示新组件受CPU限制因为公司在使用Chef方面有一些经验，所以他们决定简化部署过程并使用AWS Ops Works作为应用程序生命周期工具来简化应用程序的管理并缩短部署周期。 AWS Ops Works中的哪些配置是以最具成本效益和灵活的方式集成新聊天模块所必需的？, 创建一个AWS Ops Works堆栈，创建一个AWS Ops Works层，创建一个自定义配方, 创建一个AWS Ops Works堆栈创建两个AWS Ops Works层创建一个自定义配方, 创建两个AWS Ops Works堆栈创建两个AWS Ops Works层创建一个自定义配方, 创建两个AWS Ops Works堆栈创建两个AWS Ops Works层创建两个自定义配方,,,,,,,B,,
358,您的公司已将大量航拍图像数据上传到S3过去，在您的本地环境中，您使用一组专用服务器来处理此数据并使用Rabbit MQ -An开源消息系统来获取作业信息到服务器。处理完毕后，数据将转到磁带并运送到异地。您的经理告诉您继续使用当前的设计，并利用AWS档案存储和消息服务来降低成本。哪个是对的？, 使用SQS传递作业消息使用Cloud Watch警报在空闲时终止EC2工作器实例。处理完数据后，将S3对象的存储类更改为Reduced Redundancy Storage。, 设置由队列深度触发的自动缩放工作程序，使用点实例处理SOS中的消息一旦处理完数据，, 将S3对象的存储类更改为Reduced Redundancy Storage。设置由队列深度触发的自动缩放工作程序，使用现场实例处理SQS中的消息处理完数据后，将S3对象的存储类更改为Glacier。, 使用SNS传递作业消息使用Cloud Watch警报在空闲时终止现场工作人员实例。处理完数据后，将S3对象的存储类更改为Glacier。,,,,,,,C,,"The question key part to focus on is “and leverage AWS archival storage and messaging services to minimize cost.” For that the storage that is the lowest cost in the answers is Glacier, in addition, the messaging cost is less for SQS then for SNS if they both exceed 1 million transactions which is free. The only answer that satisfies the above two criteria is answer C. Also, there does not seem to be an urgency in speed of messaging therefore SQS satisfies that need. SNS being more real time delivery mechanism."
359,Amazon S3代表什么？, 简单存储解决方案, 存储存储（三重冗余存储）。, Storage Server解决方案。, 简单的存储服务。,,,,,,,D,,
360,您必须将每个服务器分配给至少_____安全组,3,2,4,1,,,,,,,D,,"Your AWS account automatically has a default security group per region for EC2-Classic. When you create a VPC, we automatically create a default security group for the VPC. If you don’t specify a different security group when you launch an instance, the instance is automatically associated with the appropriate default security group. http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html"
361,在删除EBS卷之前，如果我想稍后重新创建卷，我该怎么办？, 创建EBS卷的副本（不是快照）, 存储卷的快照, 将内容下载到EC2实例, 将数据备份到物理磁盘,,,,,,,B,,"After you no longer need an Amazon EBS volume, you can delete it. After deletion, its data is gone and the volume can’t be attached to any instance. However, before deletion, you can store a snapshot of the volume, which you can use to re-create the volume later. http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-deleting-volume.html"
362,选择最正确的答案：设备名称/ dev / sda1（在Amazon EC2内）是_____, 可能是EBS卷, 保留给根设备, 推荐用于EBS卷, 建议用于实例存储卷,,,,,,,B,,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/RootDeviceStorage.html The root device is typically /dev/sda1 (Linux) or xvda (Windows).
363,如果我想要一个实例有一个公共IP地址，我应该使用哪个IP地址？, 弹性IP地址, B类IP地址, A类IP地址, 动态IP地址,,,,,,,A,,
364,在讨论S3时，RRS代表什么？, 冗余删除系统, 关系权利存储, 区域权利标准, 减少冗余存储,,,,,,,D,,
365,所有Amazon EC2实例在启动时都分配了两个IP地址，其中一个只能从Amazon EC2网络中到达？, 多个IP地址, 公共IP地址, 私人IP地址, 弹性IP地址,,,,,,,C,,
366,Amazon SWF代表什么？, 简单的Web流程, 简单的工作流程, 简单的无线表格, 简单的Web表单,,,,,,,B,,
367,Amazon S3中的Reduced Redundancy选项是什么？, 减少冗余，降低成本。, 它在Amazon S3中不存在，但在Amazon EBS中不存在。, 它允许您销毁特定辖区之外的任何文件副本。, 它根本不存在,,,,,,,A,,
368,填写空白：在AWS中创建的资源由称为__________的唯一标识符标识, 亚马逊资源编号, 亚马逊资源名称标签, 亚马逊资源名称, Amazon Reesource命名空间,,,,,,,C,,
369,如果我写下面的命令，它会做什么？ ec2-run ami-e3a5408a -n 20 -g appserver, 启动20个实例作为appserver组的成员。, 在名为appserver的安全组中创建20个规则, 终止20个实例作为appserver组的成员。, 启动20个安全组,,,,,,,A,,
370,在创建Amazon RDS数据库时，您的首要任务是设置一个数据库______，用于控制哪些IP地址或EC2实例可以访问您的数据库实例。, 安全池, 安全区, 安全令牌池, 安全组,,,,,,,D,,
371,当您将数据库实例作为多可用区部署运行时，“_____”会为数据库写入和读取提供服务, 次要, 备用, 支持, 主,,,,,,,D,,
372,您在IAM系统中创建的每个用户都以_________开头。, 部分权限, 完全权限, 没有权限,,,,,,,,C,,
373,您可以为现有用户创建IAM安全凭证吗？, 是的，现有用户可以拥有与其帐户关联的安全凭证。, 不，IAM要求所有已设置凭据的用户都不是现有用户, 不，在GROUPS中创建安全凭证，然后用户稍后与GROUPS关联。, 是的，但只有IAM凭据，而不是普通的安全凭证。,,,,,,,A,,
374,Amazon EC2提供什么？, 云中的虚拟服务器。, 一个运行代码（Java，PHP，Python）的平台，每小时付费。, 云中的计算机集群。, 物理服务器，由客户远程管理。,,,,,,,A,,
375,AWS使用的两种权限类型是什么？, 基于资源和基于产品, 基于产品和基于服务, 服务型, 基于用户和基于资源,,,,,,,D,,http://docs.aws.amazon.com/IAM/latest/UserGuide/access_permissions.html
376,在亚马逊云观察中，我应该检查哪个指标以确保您的数据库实例有足够的可用存储空间？, FreeStorage, FreeStorageSpace, FreeStorageVolume, FreeDBStorageSpace,,,,,,,B,,http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/rds-metricscollected.html
377,存储Amazon RDS数据库快照和自动备份, 亚马逊S3, 亚马逊ECS卷, 亚马逊RDS, 亚马逊EMR,,,,,,,A,,
378,标签的最大密钥长度是多少？, 512个Unicode字符, 64个Unicode字符, 256个Unicode字符, 128个Unicode字符,,,,,,,D,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Using_Tags.html
379,团体不能_____。, 嵌套超过3个级别, 完全嵌套, 嵌套超过4个级别, 嵌套超过2个级别,,,,,,,B,,"Groups can’t be nested; they can contain only users, not other groups. http://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html"
380,您必须以至少_____％的增量增加存储大小,40,20,50,10,,,,,,,D,,http://awsdocs.s3.amazonaws.com/RDS/2010-07-28/rds-ug-2010-07-28.pdf
381,对备份窗口的更改生效______。, 从下一个结算周期, 30分钟后, 立即, 24小时后,,,,,,,C,,"Changes to the backup window take effect immediately, with the limitations that the specified backup window must be at least 10 minutes in the future, and the backup window cannot overlap with the weekly maintenance window for the instance."
382,使用Amazon CloudWatch的免费套餐，您收到的指标更新频率是多少？, 5分钟, 500毫秒。, 30秒, 1分钟,,,,,,,A,,"You can get started with Amazon CloudWatch for free. Many applications should be able to operate within these free tier limits. New and existing customers also receive 3 dashboards of up to 50 metrics each per month at no additional charge Basic Monitoring metrics (at five-minute frequency) for Amazon EC2 instances are free of charge, as are all metrics for Amazon EBS volumes, Elastic Load Balancers, and Amazon RDS DB instances. https://aws.amazon.com/cloudwatch/pricing/"
383,哪个是AWS中的默认区域？, 欧盟 - 西1, 美国 - 东 -  1, 美东2, AP-东南-1,,,,,,,B,,All the main AWS services (except Route 53 & CloudFront) allow you to select which region you would like to use. The US East (N. Virginia) is the default region. You can change the region by using the dropdown menu in the top right of the management console.
